# 
# This file contains the parameter values of the Design Points successfully updated by ANSYS Workbench.
# Project name: OP1
# Creation date: 09/28/2024 10:04:58
# 
# 09/28/2024 10:04:58
# The parameters defined in the project are:
# ,P1 - $length_between_row [mm],P2 - $move_r [mm],P3 - mean,P4 - dif
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4
DP 89,0.72500000000000009,9.8,0.091623783680449683,0.01646461681858236
DP 90,0.17500000000000027,13.799999999999999,0.074591275270932622,0.013603078512483959
DP 91,3.675,24.2,0.039919009198387222,0.0041834600776688782
DP 92,3.875,9.3999999999999986,0.081934844683440547,0.01103068682976615
DP 93,2.0749999999999997,34.2,0.02729823611095732,0.0030077569862009931
DP 94,1.525,14.6,0.068071307826341909,0.010058204798260729
DP 95,4.125,14.2,0.063033078730917055,0.0064737551844163549
DP 96,4.175,25.4,0.037333966511228833,0.0038505845700539079
DP 97,3.9250000000000003,30.6,0.030223208797429589,0.0029683277552731342
DP 98,4.575,37.8,0.022514972312239021,0.0019491650220959931
DP 99,2.725,10.2,0.082382426008935722,0.01138140446064375
DP 100,0.42500000000000027,7,0.10978153791763939,0.022937137963744351
